year,country_name,country_code,GPCP,RainfallGrowth,LaggedRainfallGrowth,war_prio,InternalConflict,pop,lpopl1,Mountains,lmtnest,Oil,EthnicFrac,ReligiousFrac,Democracy,GDPGrowth,LaggedGDPGrowth,InitialGDP,polity2l_6,LaggedInternalConflict
1981,Niger,NER,248.4873809814453,-0.24711084365844727,0.08002728223800659,0,0,5710,8.615226745605469,2.1000001430511475,1.1314021348953247,0,0.7325880527496338,0.3199999928474426,-7,-0.012552306056022644,0.015580790117383003,0.7059999704360962,0,NA
1982,Niger,NER,244.140380859375,-0.017493845894932747,-0.24711084365844727,0,0,5917,8.64997386932373,2.1000001430511475,1.1314021348953247,0,0.7325880527496338,0.3199999928474426,-7,0.008474551141262054,-0.012552306056022644,0.7059999704360962,0,0
1983,Niger,NER,205.4359588623047,-0.1585334688425064,-0.017493845894932747,0,0,6132,8.685585021972656,2.1000001430511475,1.1314021348953247,0,0.7325880527496338,0.3199999928474426,-7,-0.05462181568145752,0.008474551141262054,0.7059999704360962,0,0
1984,Niger,NER,180.29331970214844,-0.12238674610853195,-0.1585334688425064,0,0,6348,8.72127628326416,2.1000001430511475,1.1314021348953247,0,0.7325880527496338,0.3199999928474426,-7,-0.1496296375989914,-0.05462181568145752,0.7059999704360962,0,0
1985,Niger,NER,231.5165252685547,0.2841103971004486,-0.12238674610853195,0,0,6563,8.755894660949707,2.1000001430511475,1.1314021348953247,0,0.7325880527496338,0.3199999928474426,-7,-0.026132378727197647,-0.1496296375989914,0.7059999704360962,0,0
1986,Niger,NER,205.614013671875,-0.11188191175460815,0.2841103971004486,0,0,6778,8.789202690124512,2.1000001430511475,1.1314021348953247,0,0.7325880527496338,0.3199999928474426,-7,0.01967795565724373,-0.026132378727197647,0.7059999704360962,0,0
1987,Niger,NER,137.7792205810547,-0.32991328835487366,-0.11188191175460815,0,0,6994,8.821436882019043,2.1000001430511475,1.1314021348953247,0,0.7325880527496338,0.3199999928474426,-7,-0.04736844077706337,0.01967795565724373,0.7059999704360962,0,0
1988,Niger,NER,232.1009063720703,0.684585690498352,-0.32991328835487366,0,0,7216,8.852807998657227,2.1000001430511475,1.1314021348953247,0,0.7325880527496338,0.3199999928474426,-7,-0.011049691587686539,-0.04736844077706337,0.7059999704360962,0,0
1989,Niger,NER,201.20159912109375,-0.13312876224517822,0.684585690498352,0,0,7436,8.884056091308594,2.1000001430511475,1.1314021348953247,0,0.7325880527496338,0.3199999928474426,-7,-0.05959032475948334,-0.011049691587686539,0.7059999704360962,0,0
1990,Niger,NER,132.38978576660156,-0.34200429916381836,-0.13312876224517822,0,1,7731,8.914088249206543,2.1000001430511475,1.1314021348953247,0,0.7325880527496338,0.3199999928474426,-7,-0.04319625347852707,-0.05959032475948334,0.7059999704360962,0,0
1991,Niger,NER,205.10958862304688,0.5492855906486511,-0.34200429916381836,0,1,7984,8.952993392944336,2.1000001430511475,1.1314021348953247,0,0.7325880527496338,0.3199999928474426,-7,-0.00693487050011754,-0.04319625347852707,0.7059999704360962,0,1
1992,Niger,NER,195.35450744628906,-0.04756033793091774,0.5492855906486511,0,1,8250,8.98519515991211,2.1000001430511475,1.1314021348953247,0,0.7325880527496338,0.3199999928474426,1,-0.0965651124715805,-0.00693487050011754,0.7059999704360962,0,1
1993,Niger,NER,172.0147705078125,-0.11947375535964966,-0.04756033793091774,0,0,8545.849609375,9.01796817779541,2.1000001430511475,1.1314021348953247,0,0.7325880527496338,0.3199999928474426,8,-0.020428188145160675,-0.0965651124715805,0.7059999704360962,1,1
1994,Niger,NER,322.35272216796875,0.8739827871322632,-0.11947375535964966,0,1,8842.8603515625,9.053200721740723,2.1000001430511475,1.1314021348953247,0,0.7325880527496338,0.3199999928474426,8,0.005109590478241444,-0.020428188145160675,0.7059999704360962,1,0
1995,Niger,NER,210.48385620117188,-0.3470386862754822,0.8739827871322632,0,0,9150,9.087366104125977,2.1000001430511475,1.1314021348953247,0,0.7325880527496338,0.3199999928474426,8,-0.008137290365993977,0.005109590478241444,0.7059999704360962,1,1
1996,Niger,NER,196.7790985107422,-0.06511072814464569,-0.3470386862754822,0,1,9468.2998046875,9.121509552001953,2.1000001430511475,1.1314021348953247,0,0.7325880527496338,0.3199999928474426,8,-0.0018369195749983191,-0.008137290365993977,0.7059999704360962,1,0
1997,Niger,NER,187.99131774902344,-0.044658102095127106,-0.06511072814464569,0,1,9798.7900390625,9.155704498291016,2.1000001430511475,1.1314021348953247,0,0.7325880527496338,0.3199999928474426,-6,-0.006864679511636496,-0.0018369195749983191,0.7059999704360962,0,1
1998,Niger,NER,260.30718994140625,0.38467666506767273,-0.044658102095127106,0,0,10139.9296875,9.190013885498047,2.1000001430511475,1.1314021348953247,0,0.7325880527496338,0.3199999928474426,-6,0.06711986660957336,-0.006864679511636496,0.7059999704360962,0,1
1999,Niger,NER,263.2336120605469,0.011242186650633812,0.38467666506767273,0,0,NA,9.224236488342285,2.1000001430511475,1.1314021348953247,0,0.7325880527496338,0.3199999928474426,-6,-0.03839623183012009,0.06711986660957336,0.7059999704360962,0,0
1981,Ivory Coast,CIV,1306.4287109375,-0.04916534200310707,-0.08378946036100388,0,0,8487,9.011157035827637,0.4000000059604645,0.3364722430706024,0,0.8592934608459473,0.5591999888420105,-9,0,-0.19658885896205902,2.2279999256134033,0,NA
1982,Ivory Coast,CIV,1324.5501708984375,0.01387098990380764,-0.04916534200310707,0,0,8777,9.046290397644043,0.4000000059604645,0.3364722430706024,0,0.8592934608459473,0.5591999888420105,-9,-0.051955271512269974,0,2.2279999256134033,0,0
1983,Ivory Coast,CIV,1004.5614013671875,-0.2415829747915268,0.01387098990380764,0,0,9076,9.079890251159668,0.4000000059604645,0.3364722430706024,0,0.8592934608459473,0.5591999888420105,-9,-0.046552736312150955,-0.051955271512269974,2.2279999256134033,0,0
1984,Ivory Coast,CIV,1375.965576171875,0.3697177469730377,-0.2415829747915268,0,0,9399,9.113389015197754,0.4000000059604645,0.3364722430706024,0,0.8592934608459473,0.5591999888420105,-9,-0.0488257072865963,-0.046552736312150955,2.2279999256134033,0,0
1985,Ivory Coast,CIV,1369.627685546875,-0.004606140311807394,0.3697177469730377,0,0,9755,9.148358345031738,0.4000000059604645,0.3364722430706024,0,0.8592934608459473,0.5591999888420105,-9,0.0038985852152109146,-0.0488257072865963,2.2279999256134033,0,0
1986,Ivory Coast,CIV,1281.7188720703125,-0.06418445706367493,-0.004606140311807394,0,0,10141,9.185535430908203,0.4000000059604645,0.3364722430706024,0,0.8592934608459473,0.5591999888420105,-9,0.008414247073233128,0.0038985852152109146,2.2279999256134033,0,0
1987,Ivory Coast,CIV,1405.712158203125,0.09673984348773956,-0.06418445706367493,0,0,10552,9.224342346191406,0.4000000059604645,0.3364722430706024,0,0.8592934608459473,0.5591999888420105,-9,-0.024390235543251038,0.008414247073233128,2.2279999256134033,0,0
1988,Ivory Coast,CIV,1262.1236572265625,-0.1021464467048645,0.09673984348773956,0,0,10985,9.264070510864258,0.4000000059604645,0.3364722430706024,0,0.8592934608459473,0.5591999888420105,-9,-0.06644733995199203,-0.024390235543251038,2.2279999256134033,0,0
1989,Ivory Coast,CIV,1409.4112548828125,0.11669822782278061,-0.1021464467048645,0,0,11438,9.304286003112793,0.4000000059604645,0.3364722430706024,0,0.8592934608459473,0.5591999888420105,-9,-0.058491937816143036,-0.06644733995199203,2.2279999256134033,0,0
1990,Ivory Coast,CIV,1195.358642578125,-0.15187378227710724,0.11669822782278061,0,0,11902,9.344696044921875,0.4000000059604645,0.3364722430706024,0,0.8592934608459473,0.5591999888420105,-9,-0.09206580370664597,-0.058491937816143036,2.2279999256134033,0,0
1991,Ivory Coast,CIV,1312.0587158203125,0.0976276621222496,-0.15187378227710724,0,0,12360,9.384461402893066,0.4000000059604645,0.3364722430706024,0,0.8592934608459473,0.5591999888420105,-7,-0.045342180877923965,-0.09206580370664597,2.2279999256134033,0,0
1992,Ivory Coast,CIV,1158.943115234375,-0.1166987419128418,0.0976276621222496,0,0,12886,9.422221183776855,0.4000000059604645,0.3364722430706024,0,0.8592934608459473,0.5591999888420105,-7,-0.04663214087486267,-0.045342180877923965,2.2279999256134033,0,0
1993,Ivory Coast,CIV,1201.8978271484375,0.03706369176506996,-0.1166987419128418,0,0,12745.1396484375,9.463896751403809,0.4000000059604645,0.3364722430706024,0,0.8592934608459473,0.5591999888420105,-7,-0.03373676910996437,-0.04663214087486267,2.2279999256134033,0,0
1994,Ivory Coast,CIV,1250.2384033203125,0.04022020474076271,0.03706369176506996,0,0,13132.240234375,9.452905654907227,0.4000000059604645,0.3364722430706024,0,0.8592934608459473,0.5591999888420105,-7,-0.012325592339038849,-0.03373676910996437,2.2279999256134033,0,0
1995,Ivory Coast,CIV,1291.433349609375,0.032949671149253845,0.04022020474076271,0,0,13528,9.48282527923584,0.4000000059604645,0.3364722430706024,0,0.8592934608459473,0.5591999888420105,-6,0.037975624203681946,-0.012325592339038849,2.2279999256134033,0,0
1996,Ivory Coast,CIV,1160.7064208984375,-0.10122623294591904,0.032949671149253845,0,0,13888.76953125,9.512516975402832,0.4000000059604645,0.3364722430706024,0,0.8592934608459473,0.5591999888420105,-6,0.03750298172235489,0.037975624203681946,2.2279999256134033,0,0
1997,Ivory Coast,CIV,1098.0592041015625,-0.053973350673913956,-0.10122623294591904,0,0,14211.16015625,9.538835525512695,0.4000000059604645,0.3364722430706024,0,0.8592934608459473,0.5591999888420105,-6,0.03592148795723915,0.03750298172235489,2.2279999256134033,0,0
1998,Ivory Coast,CIV,1106.8221435546875,0.007980388589203358,-0.053973350673913956,0,0,14492.080078125,9.5617828369140625,0.4000000059604645,0.3364722430706024,0,0.8592934608459473,0.5591999888420105,-6,0.016277136281132698,0.03592148795723915,2.2279999256134033,0,0
1999,Ivory Coast,CIV,1196.866943359375,0.08135434985160828,0.007980388589203358,0,0,NA,9.581357955932617,0.4000000059604645,0.3364722430706024,0,0.8592934608459473,0.5591999888420105,-6,8.597034611739218e-4,0.016277136281132698,2.2279999256134033,0,0
1981,Guinea,GIN,1762.3253173828125,0.12095065414905548,-0.0660046935081482,0,0,4547,8.403128623962402,3.200000286102295,1.435084581375122,0,0.749607503414154,0.2662000060081482,-9,-0.05752753093838692,0.07499997317790985,0.7599999904632568,0,NA
1982,Guinea,GIN,1546.419921875,-0.12251165509223938,0.12095065414905548,0,0,4643,8.422223091125488,3.200000286102295,1.435084581375122,0,0.749607503414154,0.2662000060081482,-9,0.015584447421133518,-0.05752753093838692,0.7599999904632568,0,0
1983,Guinea,GIN,1217.9776611328125,-0.2123887985944748,-0.12251165509223938,0,0,4749,8.443116188049316,3.200000286102295,1.435084581375122,0,0.749607503414154,0.2662000060081482,-9,-0.044757068157196045,0.015584447421133518,0.7599999904632568,0,0
1984,Guinea,GIN,1250.7767333984375,0.02692912518978119,-0.2123887985944748,0,0,4864,8.465689659118652,3.200000286102295,1.435084581375122,0,0.749607503414154,0.2662000060081482,-9,-0.06425700336694717,-0.044757068157196045,0.7599999904632568,0,0
1985,Guinea,GIN,1346.67138671875,0.07666808366775513,0.02692912518978119,0,0,4987,8.489616394042969,3.200000286102295,1.435084581375122,0,0.749607503414154,0.2662000060081482,-7,0.018598012626171112,-0.06425700336694717,0.7599999904632568,0,0
1986,Guinea,GIN,1586.0113525390625,0.17772707343101501,0.07666808366775513,0,0,5118,8.5145902633667,3.200000286102295,1.435084581375122,0,0.749607503414154,0.2662000060081482,-7,0.029494335874915123,0.018598012626171112,0.7599999904632568,0,0
1987,Guinea,GIN,1570.92333984375,-0.009513180702924728,0.17772707343101501,0,0,5257,8.540518760681152,3.200000286102295,1.435084581375122,0,0.749607503414154,0.2662000060081482,-7,0.013642552308738232,0.029494335874915123,0.7599999904632568,0,0
1988,Guinea,GIN,1674.94873046875,0.066219262778759,-0.009513180702924728,0,0,5404,8.567316055297852,3.200000286102295,1.435084581375122,0,0.749607503414154,0.2662000060081482,-7,0.04306865110993385,0.013642552308738232,0.7599999904632568,0,0
1989,Guinea,GIN,1743.8316650390625,0.04112539812922478,0.066219262778759,0,0,5557,8.5948944091796875,3.200000286102295,1.435084581375122,0,0.749607503414154,0.2662000060081482,-7,0,0.04306865110993385,0.7599999904632568,0,0
1990,Guinea,GIN,1653.273681640625,-0.05193046107888222,0.04112539812922478,0,0,5717,8.62281322479248,3.200000286102295,1.435084581375122,0,0.749607503414154,0.2662000060081482,-7,-0.010322525165975094,0,0.7599999904632568,0,0
1991,Guinea,GIN,1775.7633056640625,0.07408913969993591,-0.05193046107888222,0,0,5880,8.6511993408203125,3.200000286102295,1.435084581375122,0,0.749607503414154,0.2662000060081482,-7,-0.005215134471654892,-0.010322525165975094,0.7599999904632568,0,0
1992,Guinea,GIN,1749.776611328125,-0.014634097926318645,0.07408913969993591,0,0,6097,8.679311752319336,3.200000286102295,1.435084581375122,0,0.749607503414154,0.2662000060081482,-5,-0.03014416992664337,-0.005215134471654892,0.7599999904632568,0,0
1993,Guinea,GIN,1622.2994384765625,-0.07285340130329132,-0.014634097926318645,0,0,6260.490234375,8.71555233001709,3.200000286102295,1.435084581375122,0,0.749607503414154,0.2662000060081482,-5,0.019463010132312775,-0.03014416992664337,0.7599999904632568,0,0
1994,Guinea,GIN,1858.13720703125,0.14537252485752106,-0.07285340130329132,0,0,6425.580078125,8.742013931274414,3.200000286102295,1.435084581375122,0,0.749607503414154,0.2662000060081482,-5,0.014040134847164154,0.019463010132312775,0.7599999904632568,0,0
1995,Guinea,GIN,1535.196533203125,-0.1737980842590332,0.14537252485752106,0,0,6591,8.76804256439209,3.200000286102295,1.435084581375122,0,0.749607503414154,0.2662000060081482,-5,0.01725877821445465,0.014040134847164154,0.7599999904632568,0,0
1996,Guinea,GIN,1446.5008544921875,-0.057774804532527924,-0.1737980842590332,0,0,6755.93994140625,8.79345989227295,3.200000286102295,1.435084581375122,0,0.749607503414154,0.2662000060081482,-1,0.02066097781062126,0.01725877821445465,0.7599999904632568,0,0
1997,Guinea,GIN,1355.39697265625,-0.06298225373029709,-0.057774804532527924,0,0,6919.58984375,8.818177223205566,3.200000286102295,1.435084581375122,0,0.749607503414154,0.2662000060081482,-1,0.02321000210940838,0.02066097781062126,0.7599999904632568,0,0
1998,Guinea,GIN,1443.2235107421875,0.06479764729738235,-0.06298225373029709,1,1,7083.169921875,8.842111587524414,3.200000286102295,1.435084581375122,0,0.749607503414154,0.2662000060081482,-1,0.021257352083921432,0.02321000210940838,0.7599999904632568,0,0
1999,Guinea,GIN,1348.0931396484375,-0.06591520458459854,0.06479764729738235,0,1,NA,8.865476608276367,3.200000286102295,1.435084581375122,0,0.749607503414154,0.2662000060081482,-1,0.009895306080579758,0.021257352083921432,0.7599999904632568,0,1
1981,Burkina Faso,BFA,762.75469970703125,-0.04020104929804802,-0.0669962465763092,0,0,7132,8.848221778869629,0,0,0,0.6782554388046265,0.5800000429153442,-7,0.019693661481142044,-0.008676807396113873,0.460999995470047,0,NA
1982,Burkina Faso,BFA,768.78839111328125,0.007910395972430706,-0.04020104929804802,0,0,7308,8.872346878051758,0,0,0,0.6782554388046265,0.5800000429153442,-7,0.09871251881122589,0.019693661481142044,0.460999995470047,0,0
1983,Burkina Faso,BFA,660.8013916015625,-0.14046387374401093,0.007910395972430706,0,0,7491,8.896724700927734,0,0,0,0.6782554388046265,0.5800000429153442,-7,-0.01953134685754776,0.09871251881122589,0.460999995470047,0,0
1984,Burkina Faso,BFA,741.64971923828125,0.12234890460968018,-0.14046387374401093,0,0,7682,8.921457290649414,0,0,0,0.6782554388046265,0.5800000429153442,-7,-0.05577683076262474,-0.01953134685754776,0.460999995470047,0,0
1985,Burkina Faso,BFA,868.39178466796875,0.17089208960533142,0.12234890460968018,0,0,7881,8.946635246276855,0,0,0,0.6782554388046265,0.5800000429153442,-7,0.04430379346013069,-0.05577683076262474,0.460999995470047,0,0
1986,Burkina Faso,BFA,875.92425537109375,0.008674046024680138,0.17089208960533142,0,0,8089,8.972209930419922,0,0,0,0.6782554388046265,0.5800000429153442,-7,0.03232317790389061,0.04430379346013069,0.460999995470047,0,0
1987,Burkina Faso,BFA,796.15484619140625,-0.09106884151697159,0.008674046024680138,0,1,8307,8.998260498046875,0,0,0,0.6782554388046265,0.5800000429153442,-7,0,0.03232317790389061,0.460999995470047,0,0
1988,Burkina Faso,BFA,904.16510009765625,0.13566488027572632,-0.09106884151697159,0,0,8534,9.024853706359863,0,0,0,0.6782554388046265,0.5800000429153442,-7,0.02152649313211441,0,0.460999995470047,0,1
1989,Burkina Faso,BFA,933.8946533203125,0.032880667597055435,0.13566488027572632,0,0,8770,9.051813125610352,0,0,0,0.6782554388046265,0.5800000429153442,-7,-0.005747166462242603,0.02152649313211441,0.460999995470047,0,0
1990,Burkina Faso,BFA,746.0755615234375,-0.20111379027366638,0.032880667597055435,1,1,9016,9.079092025756836,0,0,0,0.6782554388046265,0.5800000429153442,-7,-0.015414289198815823,-0.005747166462242603,0.460999995470047,0,0
1991,Burkina Faso,BFA,999.9473876953125,0.340276300907135,-0.20111379027366638,0,1,9272,9.106756210327148,0,0,0,0.6782554388046265,0.5800000429153442,-7,0.02152649313211441,-0.015414289198815823,0.460999995470047,0,1
1992,Burkina Faso,BFA,911.88922119140625,-0.08806280046701431,0.340276300907135,0,0,9546,9.134754180908203,0,0,0,0.6782554388046265,0.5800000429153442,-5,-0.015325700864195824,0.02152649313211441,0.460999995470047,0,1
1993,Burkina Faso,BFA,858.8663330078125,-0.058146193623542786,-0.08806280046701431,0,0,9527.900390625,9.163877487182617,0,0,0,0.6782554388046265,0.5800000429153442,-5,-0.03092796914279461,-0.015325700864195824,0.460999995470047,0,0
1994,Burkina Faso,BFA,1032.4381103515625,0.20209404826164246,-0.058146193623542786,0,0,9755.0302734375,9.161979675292969,0,0,0,0.6782554388046265,0.5800000429153442,-5,-0.011312315240502357,-0.03092796914279461,0.460999995470047,0,0
1995,Burkina Faso,BFA,871.15679931640625,-0.15621402859687805,0.20209404826164246,0,0,9988,9.185538291931152,0,0,0,0.6782554388046265,0.5800000429153442,-5,0.016192473471164703,-0.011312315240502357,0.460999995470047,0,0
1996,Burkina Faso,BFA,886.52099609375,0.01763654500246048,-0.15621402859687805,0,0,10225,9.209139823913574,0,0,0,0.6782554388046265,0.5800000429153442,-5,0.035118937492370605,0.016192473471164703,0.460999995470047,0,0
1997,Burkina Faso,BFA,901.5538330078125,0.01695711351931095,0.01763654500246048,0,0,10473.5302734375,9.232590675354004,0,0,0,0.6782554388046265,0.5800000429153442,-5,0.021777097135782242,0.035118937492370605,0.460999995470047,0,0
1998,Burkina Faso,BFA,957.7586669921875,0.06234218180179596,0.01695711351931095,0,0,10730.330078125,9.256606101989746,0,0,0,0.6782554388046265,0.5800000429153442,-4,0.036792293190956116,0.021777097135782242,0.460999995470047,0,0
1999,Burkina Faso,BFA,1010.7361450195312,0.055314015597105026,0.06234218180179596,0,0,NA,9.280829429626465,0,0,0,0.6782554388046265,0.5800000429153442,-4,0.03325863182544708,0.036792293190956116,0.460999995470047,0,0
1981,Liberia,LBR,1946.794677734375,0.05064425244927406,-0.10251418501138687,0,0,1939,7.538495063781738,0.6000000238418579,0.4700036346912384,0,0.8299122452735901,0.6399999856948853,-7,0.03775623068213463,-0.08669950813055038,1.0149999856948853,0,NA
1982,Liberia,LBR,1857.6622314453125,-0.045784205198287964,0.05064425244927406,0,0,2001,7.56992769241333,0.6000000238418579,0.4700036346912384,0,0.8299122452735901,0.6399999856948853,-7,-0.027027050033211708,0.03775623068213463,1.0149999856948853,0,0
1983,Liberia,LBR,1425.06103515625,-0.23287397623062134,-0.045784205198287964,0,0,2066,7.601402282714844,0.6000000238418579,0.4700036346912384,0,0.8299122452735901,0.6399999856948853,-7,-0.01602562516927719,-0.027027050033211708,1.0149999856948853,0,0
1984,Liberia,LBR,1761.5791015625,0.23614291846752167,-0.23287397623062134,0,0,2132,7.633369445800781,0.6000000238418579,0.4700036346912384,0,0.8299122452735901,0.6399999856948853,-7,-0.05646035447716713,-0.01602562516927719,1.0149999856948853,0,0
1985,Liberia,LBR,1646.3660888671875,-0.06540326029062271,0.23614291846752167,0,0,2199,7.664815902709961,0.6000000238418579,0.4700036346912384,0,0.8299122452735901,0.6399999856948853,-6,-0.01841200515627861,-0.05646035447716713,1.0149999856948853,0,0
1986,Liberia,LBR,1770.92529296875,0.07565705478191376,-0.06540326029062271,0,0,2268,7.695757865905762,0.6000000238418579,0.4700036346912384,0,0.8299122452735901,0.6399999856948853,-6,-0.07620164006948471,-0.01841200515627861,1.0149999856948853,0,0
1987,Liberia,LBR,1845.720703125,0.04223521426320076,0.07565705478191376,0,0,2280,7.726653575897217,0.6000000238418579,0.4700036346912384,0,0.8299122452735901,0.6399999856948853,-6,0.09644674509763718,-0.07620164006948471,1.0149999856948853,0,0
1988,Liberia,LBR,1843.4342041015625,-0.0012388109462335706,0.04223521426320076,0,0,2340,7.731930732727051,0.6000000238418579,0.4700036346912384,0,0.8299122452735901,0.6399999856948853,-6,0.008101816289126873,0.09644674509763718,1.0149999856948853,0,0
1989,Liberia,LBR,2002.66845703125,0.08637913316488266,-0.0012388109462335706,0,1,2400,7.757906436920166,0.6000000238418579,0.4700036346912384,0,0.8299122452735901,0.6399999856948853,-6,-0.03099886327981949,0.008101816289126873,1.0149999856948853,0,0
1990,Liberia,LBR,1541.28466796875,-0.23038451373577118,0.08637913316488266,1,1,2460,7.783224105834961,0.6000000238418579,0.4700036346912384,0,0.8299122452735901,0.6399999856948853,-6,-0.0497630275785923,-0.03099886327981949,1.0149999856948853,0,1
1991,Liberia,LBR,1529.265625,-0.0077980682253837585,-0.23038451373577118,0,1,2520,7.807916641235352,0.6000000238418579,0.4700036346912384,0,0.8299122452735901,0.6399999856948853,0,-0.0723191648721695,-0.0497630275785923,1.0149999856948853,0,1
1981,Sierra Leone,SLE,2587.63720703125,0.1439855396747589,-0.12036248296499252,0,0,3336,8.090402603149414,1.7000000476837158,0.9932518005371094,0,0.7688465118408203,0.5399999618530273,-7,-0.036874499171972275,-0.04285714030265808,1.190000057220459,0,NA
1982,Sierra Leone,SLE,2360.071533203125,-0.0879434198141098,0.1439855396747589,0,0,3411,8.112527847290039,1.7000000476837158,0.9932518005371094,0,0.7688465118408203,0.5399999618530273,-7,-0.020966272801160812,-0.036874499171972275,1.190000057220459,0,0
1983,Sierra Leone,SLE,1949.936767578125,-0.1737806499004364,-0.0879434198141098,0,0,3488,8.134760856628418,1.7000000476837158,0.9932518005371094,0,0.7688465118408203,0.5399999618530273,-7,0.05493483692407608,-0.020966272801160812,1.190000057220459,0,0
1984,Sierra Leone,SLE,1938.7779541015625,-0.005722654052078724,-0.1737806499004364,0,0,3569,8.157083511352539,1.7000000476837158,0.9932518005371094,0,0.7688465118408203,0.5399999618530273,-7,-0.14827893674373627,0.05493483692407608,1.190000057220459,0,0
1985,Sierra Leone,SLE,2034.4085693359375,0.04932520166039467,-0.005722654052078724,0,0,3654,8.18004035949707,1.7000000476837158,0.9932518005371094,0,0.7688465118408203,0.5399999618530273,-7,-0.0621761716902256,-0.14827893674373627,1.190000057220459,0,0
1986,Sierra Leone,SLE,2427.674072265625,0.1933070421218872,0.04932520166039467,0,0,3743,8.203577995300293,1.7000000476837158,0.9932518005371094,0,0.7688465118408203,0.5399999618530273,-7,-0.026519326493144035,-0.0621761716902256,1.190000057220459,0,0
1987,Sierra Leone,SLE,2463.645263671875,0.01481714192777872,0.1933070421218872,0,0,3835,8.227643013000488,1.7000000476837158,0.9932518005371094,0,0.7688465118408203,0.5399999618530273,-7,-0.014755972661077976,-0.026519326493144035,1.190000057220459,0,0
1988,Sierra Leone,SLE,2281.78125,-0.07381907105445862,0.01481714192777872,0,0,3932,8.251924514770508,1.7000000476837158,0.9932518005371094,0,0.7688465118408203,0.5399999618530273,-7,0.02419358119368553,-0.014755972661077976,1.190000057220459,0,0
1989,Sierra Leone,SLE,2462.27392578125,0.07910165935754776,-0.07381907105445862,0,0,4032,8.27690315246582,1.7000000476837158,0.9932518005371094,0,0.7688465118408203,0.5399999618530273,-7,0.03487066179513931,0.02419358119368553,1.190000057220459,0,0
1990,Sierra Leone,SLE,2227.139892578125,-0.09549466520547867,0.07910165935754776,0,0,4136,8.302018165588379,1.7000000476837158,0.9932518005371094,0,0.7688465118408203,0.5399999618530273,-7,-0.0206521674990654,0.03487066179513931,1.190000057220459,0,0
1991,Sierra Leone,SLE,2357.287109375,0.05843693017959595,-0.09549466520547867,0,1,4243,8.327484130859375,1.7000000476837158,0.9932518005371094,0,0.7688465118408203,0.5399999618530273,-7,0.02774692140519619,-0.0206521674990654,1.190000057220459,0,0
1992,Sierra Leone,SLE,2480.328369140625,0.05219612643122673,0.05843693017959595,0,1,4354,8.353025436401367,1.7000000476837158,0.9932518005371094,0,0.7688465118408203,0.5399999618530273,-6,-0.20734338462352753,0.02774692140519619,1.190000057220459,0,1
1993,Sierra Leone,SLE,2355.27880859375,-0.05041653290390968,0.05219612643122673,0,1,4293,8.378849983215332,1.7000000476837158,0.9932518005371094,0,0.7688465118408203,0.5399999618530273,-7,-0.023229489102959633,-0.20734338462352753,1.190000057220459,0,1
1994,Sierra Leone,SLE,2324.32861328125,-0.013140778057277203,-0.05041653290390968,0,1,4399,8.364741325378418,1.7000000476837158,0.9932518005371094,0,0.7688465118408203,0.5399999618530273,-7,0.009989139623939991,-0.023229489102959633,1.190000057220459,0,1
1995,Sierra Leone,SLE,2165.458984375,-0.06835076212882996,-0.013140778057277203,0,1,4510,8.389132499694824,1.7000000476837158,0.9932518005371094,0,0.7688465118408203,0.5399999618530273,-7,-0.12219792604446411,0.009989139623939991,1.190000057220459,0,1
1996,Sierra Leone,SLE,1946.5474853515625,-0.10109242796897888,-0.06835076212882996,0,1,4630,8.41405200958252,1.7000000476837158,0.9932518005371094,0,0.7688465118408203,0.5399999618530273,-7,0.022028695791959763,-0.12219792604446411,1.190000057220459,0,1
1997,Sierra Leone,SLE,1673.78076171875,-0.1401284784078598,-0.10109242796897888,0,1,4748,8.440312385559082,1.7000000476837158,0.9932518005371094,0,0.7688465118408203,0.5399999618530273,4,-0.19646580517292023,0.022028695791959763,1.190000057220459,0,1
1998,Sierra Leone,SLE,1731.01171875,0.03419262543320656,-0.1401284784078598,1,1,4854.580078125,8.465478897094727,1.7000000476837158,0.9932518005371094,0,0.7688465118408203,0.5399999618530273,0,-0.029258571565151215,-0.19646580517292023,1.190000057220459,0,1
1999,Sierra Leone,SLE,1531.3123779296875,-0.11536567658185959,0.03419262543320656,1,1,NA,8.487677574157715,1.7000000476837158,0.9932518005371094,0,0.7688465118408203,0.5399999618530273,0,-0.09905080497264862,-0.029258571565151215,1.190000057220459,0,1
1981,Ghana,GHA,1249.36865234375,-0.0633523091673851,-0.10158424824476242,0,1,11030,9.281730651855469,0,0,0,0.7061232924461365,0.7015999555587769,6,-0.04098362848162651,0.028451012447476387,0.9490000009536743,1,NA
1982,Ghana,GHA,1096.006591796875,-0.1227516457438469,-0.0633523091673851,0,0,11366,9.308374404907227,0,0,0,0.7061232924461365,0.7015999555587769,-1,-0.15064099431037903,-0.04098362848162651,0.9490000009536743,0,1
1983,Ghana,GHA,939.49749755859375,-0.14279940724372864,-0.1227516457438469,0,1,11747,9.33838176727295,0,0,0,0.7061232924461365,0.7015999555587769,-7,-0.031446583569049835,-0.15064099431037903,0.9490000009536743,0,0
1984,Ghana,GHA,1314.728515625,0.3993954360485077,-0.14279940724372864,0,0,12168,9.3713531494140625,0,0,0,0.7061232924461365,0.7015999555587769,-7,0.01948057860136032,-0.031446583569049835,0.9490000009536743,0,1
